Sequence	Name	Start	End	strand	Sample	TotalReadsORF	Reads	RPM	Length	RPKM
NC_000911.1	sll1204	21838	23121	-	A1	12736902.9999993	167.999999999908	13.190019583247	1284	10.2726009215319
NC_000911.1	sll1204	21838	23121	-	E1	17068446.9999998	406.000000000002	23.7865811693358	1284	18.5253747424734
NC_000911.1	sll1204	21838	23121	-	B1	34183107.9999986	977.99999999995	28.6106225332112	1284	22.282416303124
NC_000911.1	sll1203	23139	24104	-	A1	12736902.9999993	189.999999999901	14.9172840524821	966	15.4423230356958
NC_000911.1	sll1203	23139	24104	-	E1	17068446.9999998	408.000000000128	23.9037564460394	966	24.7450894886537
NC_000911.1	sll1203	23139	24104	-	B1	34183107.9999986	1084.99999999956	31.740823566997	966	32.8579954109699
NC_000911.1	sll1202	24101	25144	-	A1	12736902.9999993	108.999999999938	8.55781032484465	1044	8.19713632647955
NC_000911.1	sll1202	24101	25144	-	E1	17068446.9999998	108.000000000068	6.32746494160067	1044	6.060790173947
NC_000911.1	sll1202	24101	25144	-	B1	34183107.9999986	648.999999999625	18.9859857096567	1044	18.185810066721
NC_000911.1	sll1409	25266	27857	-	A1	12736902.9999993	180.999999999961	14.2106758605268	2592	5.48251383507978
NC_000911.1	sll1409	25266	27857	-	E1	17068446.9999998	420.999999999953	24.6653957445547	2592	9.51597058046092
NC_000911.1	sll1409	25266	27857	-	B1	34183107.9999986	788.999999999785	23.0815758473401	2592	8.90492895344911
NC_000911.1	sll1408	27990	29030	-	A1	12736902.9999993	144.999999999898	11.3842430926816	1041	10.9358723272638
NC_000911.1	sll1408	27990	29030	-	E1	17068446.9999998	349.000000000008	20.4470857834935	1041	19.6417730869294
NC_000911.1	sll1408	27990	29030	-	B1	34183107.9999986	1060.99999999999	31.0387224005505	1041	29.8162559083098
NC_000911.1	sll1407	29098	29895	-	A1	12736902.9999993	96.9999999999809	7.61566606890124	798	9.5434411890993
NC_000911.1	sll1407	29098	29895	-	E1	17068446.9999998	114.000000000032	6.67899077168726	798	8.36966262116197
NC_000911.1	sll1407	29098	29895	-	B1	34183107.9999986	450.999999999647	13.1936510863689	798	16.5333973513395
NC_000911.1	sll1406	29968	32454	-	A1	12736902.9999993	295.9999999999	23.2395583133448	2487	9.34441427959181
NC_000911.1	sll1406	29968	32454	-	E1	17068446.9999998	400.000000000073	23.4350553392513	2487	9.42302184931695
NC_000911.1	sll1406	29968	32454	-	B1	34183107.9999986	907.999999999515	26.5628274643591	2487	10.6806704721991
NC_000911.1	sll1405	32524	32952	-	A1	12736902.9999993	12.0000000000008	0.942144255946798	429	2.19614045675244
NC_000911.1	sll1405	32524	32952	-	E1	17068446.9999998	10	0.585876383481174	429	1.36567921557383
NC_000911.1	sll1405	32524	32952	-	B1	34183107.9999986	7.99999999998519	0.234033722152635	429	0.545533151870945
NC_000911.1	sll1404	32912	33544	-	A1	12736902.9999993	12.0000000000008	0.942144255946798	633	1.48837955125876
NC_000911.1	sll1404	32912	33544	-	E1	17068446.9999998	12.999999999997	0.76163929852535	633	1.20322164064036
NC_000911.1	sll1404	32912	33544	-	B1	34183107.9999986	36.0000000000048	1.05315174968895	633	1.66374683995095
NC_000911.1	sll1401	47007	48017	-	A1	12736902.9999993	306.99999999984	24.103190547958	1011	23.8409402056953
NC_000911.1	sll1401	47007	48017	-	E1	17068446.9999998	784.0000000001	45.93270846493	1011	45.4329460582888
NC_000911.1	sll1401	47007	48017	-	B1	34183107.9999986	2013.99999999994	58.9179895520332	1011	58.2769431770853
NC_000911.1	sll1400	48067	48408	-	A1	12736902.9999993	614.999999999853	48.2848931172584	342	141.18389800368
NC_000911.1	sll1400	48067	48408	-	E1	17068446.9999998	1847.99999999977	108.269955667308	342	316.578817740666
NC_000911.1	sll1400	48067	48408	-	B1	34183107.9999986	2620.9999999993	76.6752982203787	342	224.19677842216
NC_000911.1	ssl2733	48405	48635	-	A1	12736902.9999993	2440.99999999923	191.64784406377	231	829.644346596409
NC_000911.1	ssl2733	48405	48635	-	E1	17068446.9999998	7611.99999999003	445.969103105286	231	1930.60217794496
NC_000911.1	ssl2733	48405	48635	-	B1	34183107.9999986	8115.9999999952	237.427211124148	231	1027.82342477986
NC_000911.1	sll1399	48663	49868	-	A1	12736902.9999993	426.999999999797	33.5246331074219	1206	27.798203239985
NC_000911.1	sll1399	48663	49868	-	E1	17068446.9999998	1372.99999999919	80.4408274519179	1206	66.7005202752221
NC_000911.1	sll1399	48663	49868	-	B1	34183107.9999986	2351.00000000047	68.7766600977469	1206	57.028739716208
NC_000911.1	sll1398	49893	50231	-	A1	12736902.9999993	2107.99999999995	165.503340961305	339	488.210445313585
NC_000911.1	sll1398	49893	50231	-	E1	17068446.9999998	5642.00000000106	330.551455560141	339	975.078040000416
NC_000911.1	sll1398	49893	50231	-	B1	34183107.9999986	9196.00000000145	269.021763614995	339	793.574523938037
NC_000911.1	SGL_RS18635	52260	53108	-	A1	12736902.9999993	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	E1	17068446.9999998	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	B1	34183107.9999986	0	0	849	0
NC_000911.1	sll1396	53453	54127	-	A1	12736902.9999993	5025.0000000012	394.522907177788	675	584.478381004131
NC_000911.1	sll1396	53453	54127	-	E1	17068446.9999998	2410.00000000131	141.19620841904	675	209.179568028207
NC_000911.1	sll1396	53453	54127	-	B1	34183107.9999986	3435.99999999963	100.517483664732	675	148.914790614418
NC_000911.1	sll1395	55669	56550	-	A1	12736902.9999993	451.999999999755	35.487433640641	882	40.2351855336066
NC_000911.1	sll1395	55669	56550	-	E1	17068446.9999998	404.999999999778	23.7279935309746	882	26.9024869965698
NC_000911.1	sll1395	55669	56550	-	B1	34183107.9999986	951.999999999733	27.8500129362073	882	31.5759783857226
NC_000911.1	sll1394	56556	57224	-	A1	12736902.9999993	3566.99999999974	280.052380080146	669	418.613423139231
NC_000911.1	sll1394	56556	57224	-	E1	17068446.9999998	2497.00000000073	146.293332955292	669	218.67463819924
NC_000911.1	sll1394	56556	57224	-	B1	34183107.9999986	6307.00000000043	184.506335702438	669	275.79422377046
NC_000911.1	sll1393	57340	58815	-	A1	12736902.9999993	5057.99999999988	397.113803881538	1476	269.047292602668
NC_000911.1	sll1393	57340	58815	-	E1	17068446.9999998	6324.00000000242	370.508224913637	1476	251.021832597315
NC_000911.1	sll1393	57340	58815	-	B1	34183107.9999986	17506.0000000027	512.124292501532	1476	346.967677846566
NC_000911.1	sll1392	59039	59650	-	A1	12736902.9999993	190.999999999884	14.9957960738097	612	24.5029347611269
NC_000911.1	sll1392	59039	59650	-	E1	17068446.9999998	194.000000000066	11.3660018395387	612	18.5718984306187
NC_000911.1	sll1392	59039	59650	-	B1	34183107.9999986	332.999999999953	9.7416536846201	612	15.917734778791
NC_000911.1	sll1064	65827	67533	-	A1	12736902.9999993	595.999999999662	46.7931647119944	1707	27.4125159414144
NC_000911.1	sll1064	65827	67533	-	E1	17068446.9999998	1049.00000000037	61.4584326271966	1707	36.003768381486
NC_000911.1	sll1064	65827	67533	-	B1	34183107.9999986	2363.99999999921	69.1569648962085	1707	40.5137462778023
NC_000911.1	sll1063	68400	69059	-	A1	12736902.9999993	83.999999999954	6.59500979162351	660	9.99243907821744
NC_000911.1	sll1063	68400	69059	-	E1	17068446.9999998	108.000000000029	6.3274649415984	660	9.58706809333091
NC_000911.1	sll1063	68400	69059	-	B1	34183107.9999986	368.999999999888	10.794805434307	660	16.3557658095561
NC_000911.1	sll1062	70016	70393	-	A1	12736902.9999993	307.999999999797	24.1817025692835	378	63.9727581197976
NC_000911.1	sll1062	70016	70393	-	E1	17068446.9999998	380.999999999927	22.3218902106285	378	59.0526196048372
NC_000911.1	sll1062	70016	70393	-	B1	34183107.9999986	943.999999999763	27.6159792140552	378	73.058146068929
NC_000911.1	sll1061	70420	70935	-	A1	12736902.9999993	1508.99999999941	118.474640185255	516	229.602015862897
NC_000911.1	sll1061	70420	70935	-	E1	17068446.9999998	1634.99999999929	95.7907886991305	516	185.641063370408
NC_000911.1	sll1061	70420	70935	-	B1	34183107.9999986	2669.99999999956	78.1087547685736	516	151.37355575305
NC_000911.1	sll1060	70944	74042	-	A1	12736902.9999993	2023.99999999928	158.908331169625	3099	51.2772930524767
NC_000911.1	sll1060	70944	74042	-	E1	17068446.9999998	1626.00000000012	95.2634999540459	3099	30.7400774295082
NC_000911.1	sll1060	70944	74042	-	B1	34183107.9999986	2242.99999999893	65.6172048486351	3099	21.1736704900404
NC_000911.1	ssl2069	73978	74229	-	A1	12736902.9999993	1250.99999999916	98.218538682381	252	389.756105882464
NC_000911.1	ssl2069	73978	74229	-	E1	17068446.9999998	489.999999999957	28.707942790575	252	113.920407899107
NC_000911.1	ssl2069	73978	74229	-	B1	34183107.9999986	855.999999999555	25.0416082703653	252	99.3714613903385
NC_000911.1	sll1059	75955	76500	-	A1	12736902.9999993	530.999999999839	41.6898833256302	546	76.3550976659893
NC_000911.1	sll1059	75955	76500	-	E1	17068446.9999998	204.000000000006	11.9518782230163	546	21.8898868553412
NC_000911.1	sll1059	75955	76500	-	B1	34183107.9999986	955.999999999604	27.9670297972801	546	51.2216662953848
NC_000911.1	sll1058	76580	77407	-	A1	12736902.9999993	2531.99999999925	198.792438004702	828	240.087485512925
NC_000911.1	sll1058	76580	77407	-	E1	17068446.9999998	2715.99999999899	159.124025753428	828	192.178775064526
NC_000911.1	sll1058	76580	77407	-	B1	34183107.9999986	6951.99999999732	203.375304550938	828	245.622348491471
NC_000911.1	sll1057	77494	77874	-	A1	12736902.9999993	690.999999999686	54.2518067382412	381	142.393193538691
NC_000911.1	sll1057	77494	77874	-	E1	17068446.9999998	966.00000000011	56.5956586442879	381	148.545035811779
NC_000911.1	sll1057	77494	77874	-	B1	34183107.9999986	913.999999999416	26.738352755971	381	70.179403558979
NC_000911.1	SGL_RS02210	77980	78246	-	A1	12736902.9999993	1771.00000000038	139.044789773502	267	520.767002897011
NC_000911.1	SGL_RS02210	77980	78246	-	E1	17068446.9999998	1549.00000000012	90.7522518012409	267	339.896074161951
NC_000911.1	SGL_RS02210	77980	78246	-	B1	34183107.9999986	5068.99999999944	148.289617199222	267	555.391824716186
NC_000911.1	SGL_RS02215	78206	78445	-	A1	12736902.9999993	570.999999999841	44.8303641787862	240	186.793184078276
NC_000911.1	SGL_RS02215	78206	78445	-	E1	17068446.9999998	517.000000000046	30.2898090259794	240	126.207537608248
NC_000911.1	SGL_RS02215	78206	78445	-	B1	34183107.9999986	1187.00000000045	34.7247535244747	240	144.686473018645
NC_000911.1	sll1056	78467	80773	-	A1	12736902.9999993	3356.99999999858	263.564855600986	2307	114.245711140436
NC_000911.1	sll1056	78467	80773	-	E1	17068446.9999998	4690.99999999961	274.834611490996	2307	119.130737534025
NC_000911.1	sll1056	78467	80773	-	B1	34183107.9999986	13564.999999998	396.833430125737	2307	172.012756881551
NC_000911.1	sll1054	81696	82259	-	A1	12736902.9999993	1007.99999999917	79.1401174994604	564	140.319357268547
NC_000911.1	sll1054	81696	82259	-	E1	17068446.9999998	1524	89.2875608425308	564	158.311278089594
NC_000911.1	sll1054	81696	82259	-	B1	34183107.9999986	2445.00000000128	71.5265563330689	564	126.820135342321
NC_000911.1	sll1053	82291	83853	-	A1	12736902.9999993	11859.9999999937	931.152572960192	1563	595.747007652074
NC_000911.1	sll1053	82291	83853	-	E1	17068446.9999998	6784.99999999934	397.517126191938	1563	254.329575298745
NC_000911.1	sll1053	82291	83853	-	B1	34183107.9999986	7986.99999999748	233.653417354496	1563	149.490350194815
NC_000911.1	sll1052	87536	87910	-	A1	12736902.9999993	114.999999999913	9.02888245281601	375	24.077019874176
NC_000911.1	sll1052	87536	87910	-	E1	17068446.9999998	198.000000000085	11.6003523929322	375	30.9342730478193
NC_000911.1	sll1052	87536	87910	-	B1	34183107.9999986	752.000000000091	21.9991698823911	375	58.6644530197096
NC_000911.1	sll1051	88017	88661	-	A1	12736902.9999993	394.999999999829	31.0122484248998	645	48.0810053099222
NC_000911.1	sll1051	88017	88661	-	E1	17068446.9999998	364.000000000006	21.3259003587151	645	33.0634114088606
NC_000911.1	sll1051	88017	88661	-	B1	34183107.9999986	2424.00000000033	70.9122178123893	645	109.941422964945
NC_000911.1	sll1049	88818	90512	-	A1	12736902.9999993	2076.99999999961	163.069468300083	1695	96.2061759882494
NC_000911.1	sll1049	88818	90512	-	E1	17068446.9999998	2194.00000000007	128.541278535774	1695	75.8355625579786
NC_000911.1	sll1049	88818	90512	-	B1	34183107.9999986	4698.99999999921	137.465557549635	1695	81.1006239230887
NC_000911.1	sll1045	95818	96228	-	A1	12736902.9999993	216.999999999868	17.0371086283597	411	41.4528190471039
NC_000911.1	sll1045	95818	96228	-	E1	17068446.9999998	249.999999999901	14.6469095870236	411	35.6372496034637
NC_000911.1	sll1045	95818	96228	-	B1	34183107.9999986	1471.00000000059	43.0329506609127	411	104.70304297059
NC_000911.1	sll1043	96325	98481	-	A1	12736902.9999993	12007.9999999957	942.772352117022	2157	437.075731162272
NC_000911.1	sll1043	96325	98481	-	E1	17068446.9999998	14900.9999999969	873.014399025115	2157	404.735465472932
NC_000911.1	sll1043	96325	98481	-	B1	34183107.9999986	50559.9999999941	1479.09312400722	2157	685.717720912016
NC_000911.1	sll0716	98609	99199	-	A1	12736902.9999993	300.999999999753	23.6321184199778	591	39.9866639931942
NC_000911.1	sll0716	98609	99199	-	E1	17068446.9999998	335.999999999998	19.6854464849674	591	33.3087080963915
NC_000911.1	sll0716	98609	99199	-	B1	34183107.9999986	1179.99999999979	34.5199740175715	591	58.409431501813
NC_000911.1	sll0712	100794	101771	-	A1	12736902.9999993	836.999999999947	65.7145618522803	978	67.192803529939
NC_000911.1	sll0712	100794	101771	-	E1	17068446.9999998	966.999999999744	56.6542462826146	978	57.9286771805875
NC_000911.1	sll0712	100794	101771	-	B1	34183107.9999986	3055.99999999898	89.4008818624422	978	91.4119446446239
NC_000911.1	sll0711	101884	102831	-	A1	12736902.9999993	489.99999999981	38.4708904511432	948	40.5811080708262
NC_000911.1	sll0711	101884	102831	-	E1	17068446.9999998	465.999999999964	27.3018394702206	948	28.7994087238614
NC_000911.1	sll0711	101884	102831	-	B1	34183107.9999986	1484.99999999899	43.4425096746338	948	45.8254321462382
NC_000911.1	sll0710	102930	105110	-	A1	12736902.9999993	3336.999999999	261.994615174442	2181	120.125912505475
NC_000911.1	sll0710	102930	105110	-	E1	17068446.9999998	7502.99999999975	439.583050525911	2181	201.551146504315
NC_000911.1	sll0710	102930	105110	-	B1	34183107.9999986	19583.000000003	572.88529761553	2181	262.670929672412
NC_000911.1	sll0709	105151	106539	-	A1	12736902.9999993	5430.99999999864	426.398787837118	1389	306.982568637234
NC_000911.1	sll0709	105151	106539	-	E1	17068446.9999998	8936.00000000017	523.539136278788	1389	376.918024678753
NC_000911.1	sll0709	105151	106539	-	B1	34183107.9999986	25474.0000000027	745.221879765988	1389	536.516832084945
NC_000911.1	sll0708	107471	108325	-	A1	12736902.9999993	265.999999999854	20.8841976734744	855	24.4259621911982
NC_000911.1	sll0708	107471	108325	-	E1	17068446.9999998	151.000000000009	8.84673339056626	855	10.3470565971535
NC_000911.1	sll0708	107471	108325	-	B1	34183107.9999986	1074.9999999997	31.4482814143097	855	36.7816156892511
NC_000911.1	sll0704	116518	117693	-	A1	12736902.9999993	2065.00000000012	162.127324044176	1176	137.863370785864
NC_000911.1	sll0704	116518	117693	-	E1	17068446.9999998	1794.00000000017	105.106223196533	1176	89.3760401331062
NC_000911.1	sll0704	116518	117693	-	B1	34183107.9999986	2766.00000000005	80.9171594344249	1176	68.8071083626062
NC_000911.1	sll0703	118333	119532	-	A1	12736902.9999993	477.9999999998	37.5287461951958	1200	31.2739551626631
NC_000911.1	sll0703	118333	119532	-	E1	17068446.9999998	578.999999999892	33.9222426035537	1200	28.2685355029614
NC_000911.1	sll0703	118333	119532	-	B1	34183107.9999986	1726.00000000004	50.4927755545256	1200	42.0773129621046
NC_000911.1	sll0702	119570	119962	-	A1	12736902.9999993	446.000000000023	35.0163615126886	393	89.1001565208362
NC_000911.1	sll0702	119570	119962	-	E1	17068446.9999998	409.00000000015	23.9623440843888	393	60.9728857109131
NC_000911.1	sll0702	119570	119962	-	B1	34183107.9999986	1588.0000000001	46.455693847387	393	118.207872385209
NC_000911.1	slr1006	120298	120537	-	A1	12736902.9999993	3019.00000000164	237.027792392061	240	987.615801633586
NC_000911.1	slr1006	120298	120537	-	E1	17068446.9999998	3333.00000000002	195.272598614277	240	813.635827559487
NC_000911.1	slr1006	120298	120537	-	B1	34183107.9999986	3288.9999999984	96.2171140201334	240	400.904641750556
NC_000911.1	ssl1326	121706	121990	-	A1	12736902.9999993	316.999999999979	24.8883107612578	285	87.3274061798521
NC_000911.1	ssl1326	121706	121990	-	E1	17068446.9999998	414.000000000058	24.255282276124	285	85.1062536004351
NC_000911.1	ssl1326	121706	121990	-	B1	34183107.9999986	1033.9999999997	30.2488585882752	285	106.136345923773
NC_000911.1	sll0698	124452	126443	-	A1	12736902.9999993	3138.99999999958	246.449234951366	1992	123.719495457513
NC_000911.1	sll0698	124452	126443	-	E1	17068446.9999998	3725.99999999938	218.297540485049	1992	109.587118717394
NC_000911.1	sll0698	124452	126443	-	B1	34183107.9999986	6228.99999999905	182.224506911405	1992	91.4781661201833
NC_000911.1	sll0696	130167	131039	-	A1	12736902.9999993	121.999999999957	9.5784666021217	873	10.9718975969321
NC_000911.1	sll0696	130167	131039	-	E1	17068446.9999998	260.000000000047	15.2327859705133	873	17.4487811804276
NC_000911.1	sll0696	130167	131039	-	B1	34183107.9999986	310.999999999946	9.09806094869897	873	10.4216047522325
NC_000911.1	sll0230	145164	145529	-	A1	12736902.9999993	7992.00000000218	627.468074460694	366	1714.39364606747
NC_000911.1	sll0230	145164	145529	-	E1	17068446.9999998	8122.00000000283	475.848798663576	366	1300.1333296819
NC_000911.1	sll0230	145164	145529	-	B1	34183107.9999986	15547.9999999955	454.844539004358	366	1242.74464208841
NC_000911.1	SGL_RS02535	145538	145762	-	A1	12736902.9999993	64.9999999999613	5.10328138637509	225	22.6812506061115
NC_000911.1	SGL_RS02535	145538	145762	-	E1	17068446.9999998	202.999999999803	11.8932905846563	225	52.8590692651392
NC_000911.1	SGL_RS02535	145538	145762	-	B1	34183107.9999986	60.9999999999735	1.78450713141637	225	7.93114280629499
NC_000911.1	SGL_RS18650	146724	146831	-	A1	12736902.9999993	1677.00000000051	131.664659768596	108	1219.11722007959
NC_000911.1	SGL_RS18650	146724	146831	-	E1	17068446.9999998	1651.00000000037	96.7281909127636	108	895.631397340404
NC_000911.1	SGL_RS18650	146724	146831	-	B1	34183107.9999986	4051.00000000093	118.508826055287	108	1097.30394495636
NC_000911.1	sll0228	148022	148942	-	A1	12736902.9999993	1844.99999999894	144.854679351726	921	157.279782140854
NC_000911.1	sll0228	148022	148942	-	E1	17068446.9999998	1110.9999999997	65.0908662047411	921	70.674121829252
NC_000911.1	sll0228	148022	148942	-	B1	34183107.9999986	5867.00000000001	171.634480984007	921	186.356656877315
NC_000911.1	sll0227	148943	149683	-	A1	12736902.9999993	4928.99999999912	386.985753130051	741	522.247979932592
NC_000911.1	sll0227	148943	149683	-	E1	17068446.9999998	7564.0000000016	443.156896465254	741	598.052491855943
NC_000911.1	sll0227	148943	149683	-	B1	34183107.9999986	19342.000000002	565.83503173564	741	763.610029332848
NC_000911.1	sll0226	149889	150455	-	A1	12736902.9999993	2127.9999999998	167.073581387872	567	294.662401036811
NC_000911.1	sll0226	149889	150455	-	E1	17068446.9999998	1485.0000000004	87.002642946978	567	153.443814721302
NC_000911.1	sll0226	149889	150455	-	B1	34183107.9999986	7244.99999999789	211.946789624811	567	373.803861772153
NC_000911.1	sll0225	150594	152132	-	A1	12736902.9999993	67.9999999999789	5.33881745036315	1539	3.4690171867207
NC_000911.1	sll0225	150594	152132	-	E1	17068446.9999998	132.99999999998	7.79215590029843	1539	5.06312923996
NC_000911.1	sll0225	150594	152132	-	B1	34183107.9999986	453.999999999682	13.2814137321773	1539	8.62989846145376
NC_000911.1	sll0224	152154	153050	-	A1	12736902.9999993	1311.0000000003	102.929259962204	897	114.748338865333
NC_000911.1	sll0224	152154	153050	-	E1	17068446.9999998	3628.99999999986	212.61453956531	897	237.028472202129
NC_000911.1	sll0224	152154	153050	-	B1	34183107.9999986	3719.00000000119	108.796426585942	897	121.289215814874
NC_000911.1	ssl0410	156741	157013	-	A1	12736902.9999993	1991.00000000037	156.317434465858	273	572.591335039772
NC_000911.1	ssl0410	156741	157013	-	E1	17068446.9999998	6353.9999999988	372.265854063868	273	1363.61118704714
NC_000911.1	ssl0410	156741	157013	-	B1	34183107.9999986	5270.99999999992	154.198968683601	273	564.831387119416
NC_000911.1	sll0223	157050	158615	-	A1	12736902.9999993	4860.99999999893	381.646935679671	1566	243.708132617925
NC_000911.1	sll0223	157050	158615	-	E1	17068446.9999998	14231.9999999985	833.819268970321	1566	532.451640466361
NC_000911.1	sll0223	157050	158615	-	B1	34183107.9999986	26076.0000000049	762.832917358069	1566	487.121914021755
NC_000911.1	sll0222	158757	159737	-	A1	12736902.9999993	154.999999999916	12.169363305972	981	12.4050594352416
NC_000911.1	sll0222	158757	159737	-	E1	17068446.9999998	513.000000000152	30.0554584725932	981	30.6375723471898
NC_000911.1	sll0222	158757	159737	-	B1	34183107.9999986	2349.99999999963	68.7474058824532	981	70.0789050789533
NC_000911.1	SGL_RS18655	160004	160093	-	A1	12736902.9999993	27442.9999999821	2154.60540132744	90	23940.0600147494
NC_000911.1	SGL_RS18655	160004	160093	-	E1	17068446.9999998	24515.0000000162	1436.27595410505	90	15958.6217122783
NC_000911.1	SGL_RS18655	160004	160093	-	B1	34183107.9999986	47447.0000000093	1388.02475187485	90	15422.4972430539
NC_000911.1	sll0221	161088	161642	-	A1	12736902.9999993	483.999999999939	37.99981832318	555	68.4681411228469
NC_000911.1	sll0221	161088	161642	-	E1	17068446.9999998	789.00000000018	46.2256466566752	555	83.2894534354509
NC_000911.1	sll0221	161088	161642	-	B1	34183107.9999986	1732.99999999959	50.6975550613964	555	91.34694605657
NC_000911.1	sll0220	161768	163663	-	A1	12736902.9999993	3584.99999999889	281.465596463999	1896	148.452318810126
NC_000911.1	sll0220	161768	163663	-	E1	17068446.9999998	3375.00000000024	197.73327942491	1896	104.289704338033
NC_000911.1	sll0220	161768	163663	-	B1	34183107.9999986	6784.999999999	198.489850601042	1896	104.688739768482
NC_000911.1	sll0219	164037	165821	-	A1	12736902.9999993	400.000000000011	31.4048085315586	1785	17.5937302697807
NC_000911.1	sll0219	164037	165821	-	E1	17068446.9999998	403.000000000023	23.6108182542927	1785	13.2273491620687
NC_000911.1	sll0219	164037	165821	-	B1	34183107.9999986	486.999999999918	14.2468028360656	1785	7.98140214905638
NC_000911.1	sll0218	165871	166389	-	A1	12736902.9999993	120.999999999913	9.49995458078941	519	18.3043440862994
NC_000911.1	sll0218	165871	166389	-	E1	17068446.9999998	117.99999999999	6.9133413250773	519	13.3205035165266
NC_000911.1	sll0218	165871	166389	-	B1	34183107.9999986	172.999999999948	5.06097924155858	519	9.75140508970824
NC_000911.1	sll0217	166416	168152	-	A1	12736902.9999993	212.000000000024	16.6445485217274	1737	9.58235378337792
NC_000911.1	sll0217	166416	168152	-	E1	17068446.9999998	439.000000000012	25.7199732348243	1737	14.8071233361107
NC_000911.1	sll0217	166416	168152	-	B1	34183107.9999986	344.000000000163	10.0634500525867	1737	5.79358091686051
NC_000911.1	SGL_RS02650	168289	168486	-	A1	12736902.9999993	24.0000000000017	1.8842885118936	198	9.51660864592725
NC_000911.1	SGL_RS02650	168289	168486	-	E1	17068446.9999998	55.9999999998949	3.28090774748842	198	16.5702411489314
NC_000911.1	SGL_RS02650	168289	168486	-	B1	34183107.9999986	4.99999999999992	0.146271076345665	198	0.738742809826593
NC_000911.1	sll0216	169934	170566	-	A1	12736902.9999993	637.999999999552	50.0906696077994	633	79.1321794751965
NC_000911.1	sll0216	169934	170566	-	E1	17068446.9999998	534.000000000113	31.2857988779014	633	49.4246427770954
NC_000911.1	sll0216	169934	170566	-	B1	34183107.9999986	2657.99999999886	77.7577041853236	633	122.839975016309
NC_000911.1	sll1327	171939	172883	-	A1	12736902.9999993	5498.99999999967	431.737605287564	945	456.865190780491
NC_000911.1	sll1327	171939	172883	-	E1	17068446.9999998	5843.00000000195	342.327570868164	945	362.251397744089
NC_000911.1	sll1327	171939	172883	-	B1	34183107.9999986	57687.9999999599	1687.6171704446	945	1785.83827560276
NC_000911.1	sll1326	173014	174525	-	A1	12736902.9999993	15087.0000000004	1184.51086578906	1512	783.406657267898
NC_000911.1	sll1326	173014	174525	-	E1	17068446.9999998	12720.9999999996	745.293347426376	1512	492.918880573
NC_000911.1	sll1326	173014	174525	-	B1	34183107.9999986	135787.999999996	3972.371382965	1512	2627.22975063823
NC_000911.1	sll1325	174586	175143	-	A1	12736902.9999993	4622.99999999788	362.961074603312	558	650.467875633175
NC_000911.1	sll1325	174586	175143	-	E1	17068446.9999998	2890.99999999937	169.37686246437	558	303.542764273065
NC_000911.1	sll1325	174586	175143	-	B1	34183107.9999986	29354.0000000044	858.728235010274	558	1538.93948926572
