Sequence	Name	Start	End	strand	Sample	TotalReadsORF	Reads	RPM	Length	RPKM
NC_000911.1	sll1400	48067	48408	-	D1	48998966.0000005	2830.00000000022	57.7563208170596	342	168.878131044034
NC_000911.1	sll1400	48067	48408	-	B1	52337588.0000009	3531.00000000069	67.4658526487815	342	197.268574996437
NC_000911.1	sll1400	48067	48408	-	C1	62053964.0000001	3431.00000000036	55.290585465263	342	161.668378553401
NC_000911.1	ssl2733	48405	48635	-	A2	1786561.0000003	398.000000000022	222.774369305025	231	964.391209112662
NC_000911.1	ssl2733	48405	48635	-	A1	23225586.9999991	4644.99999999981	199.994945230017	231	865.778983679726
NC_000911.1	ssl2733	48405	48635	-	B2	23262593.9999945	3204.99999999914	137.774832849677	231	596.427847834098
NC_000911.1	ssl2733	48405	48635	-	C2	26276030.9999999	4767.99999999978	181.458150966552	231	785.533121067325
NC_000911.1	ssl2733	48405	48635	-	E1	29745870.9999964	8682.99999999953	291.906059836021	231	1263.66259669273
NC_000911.1	ssl2733	48405	48635	-	D2	37426642.9999964	6292.99999999745	168.142250962718	231	727.888532306139
NC_000911.1	ssl2733	48405	48635	-	D1	48998966.0000005	14183.0000000038	289.455087684987	231	1253.05232764064
NC_000911.1	ssl2733	48405	48635	-	B1	52337588.0000009	9901.00000000108	189.17570293841	231	818.942436962816
NC_000911.1	ssl2733	48405	48635	-	C1	62053964.0000001	15818.9999999984	254.923279357277	231	1103.56397990163
NC_000911.1	sll1399	48663	49868	-	A2	1786561.0000003	44.0000000000165	24.6283222347343	1206	20.4214943903269
NC_000911.1	sll1399	48663	49868	-	A1	23225586.9999991	617.999999999903	26.6085847474997	1206	22.0635031073795
NC_000911.1	sll1399	48663	49868	-	B2	23262593.9999945	1150.99999999917	49.4785749172873	1206	41.0270107108518
NC_000911.1	sll1399	48663	49868	-	C2	26276030.9999999	1147.00000000016	43.651950326903	1206	36.195647037233
NC_000911.1	sll1399	48663	49868	-	E1	29745870.9999964	1149.99999999928	38.6608279179122	1206	32.0570712420499
NC_000911.1	sll1399	48663	49868	-	D2	37426642.9999964	1927.99999999993	51.5141045377786	1206	42.7148462170635
NC_000911.1	sll1399	48663	49868	-	D1	48998966.0000005	2481.00000000056	50.633721536094	1206	41.9848437281045
NC_000911.1	sll1399	48663	49868	-	B1	52337588.0000009	1859.99999999976	35.5385120154892	1206	29.4680862483327
NC_000911.1	sll1399	48663	49868	-	C1	62053964.0000001	2498.00000000022	40.2552849000947	1206	33.3791748757004
NC_000911.1	sll1398	49893	50231	-	A2	1786561.0000003	241.000000000005	134.896037694747	339	397.923415028752
NC_000911.1	sll1398	49893	50231	-	A1	23225586.9999991	2987.9999999995	128.651215575289	339	379.502110841559
NC_000911.1	sll1398	49893	50231	-	B2	23262593.9999945	6677.99999999441	287.070306948399	339	846.815064744538
NC_000911.1	sll1398	49893	50231	-	C2	26276030.9999999	11243.0000000008	427.880451199074	339	1262.18422182618
NC_000911.1	sll1398	49893	50231	-	E1	29745870.9999964	9013.9999999975	303.033654654072	339	893.904586000213
NC_000911.1	sll1398	49893	50231	-	D2	37426642.9999964	16282.9999999916	435.064400512574	339	1283.37581272146
NC_000911.1	sll1398	49893	50231	-	D1	48998966.0000005	24632.9999999947	502.724894235409	339	1482.96428977997
NC_000911.1	sll1398	49893	50231	-	B1	52337588.0000009	13164.9999999967	251.540059507452	339	742.006075243221
NC_000911.1	sll1398	49893	50231	-	C1	62053964.0000001	23275.0000000028	375.076763830957	339	1106.42113224471
NC_000911.1	SGL_RS18635	52260	53108	-	A2	1786561.0000003	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	A1	23225586.9999991	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	B2	23262593.9999945	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	C2	26276030.9999999	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	E1	29745870.9999964	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	D2	37426642.9999964	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	D1	48998966.0000005	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	B1	52337588.0000009	0	0	849	0
NC_000911.1	SGL_RS18635	52260	53108	-	C1	62053964.0000001	0	0	849	0
NC_000911.1	sll1396	53453	54127	-	A2	1786561.0000003	587.000000000306	328.564207995253	675	486.761789622597
NC_000911.1	sll1396	53453	54127	-	A1	23225586.9999991	6823.99999999964	293.813887244267	675	435.279832954469
NC_000911.1	sll1396	53453	54127	-	B2	23262593.9999945	1798.99999999891	77.3344537586537	675	114.569561123931
NC_000911.1	sll1396	53453	54127	-	C2	26276030.9999999	1224.00000000035	46.5823776810261	675	69.0109298978165
NC_000911.1	sll1396	53453	54127	-	E1	29745870.9999964	4529.99999999956	152.290043885422	675	225.614879830255
NC_000911.1	sll1396	53453	54127	-	D2	37426642.9999964	2473.9999999996	66.1026424411038	675	97.9298406534872
NC_000911.1	sll1396	53453	54127	-	D1	48998966.0000005	3507.00000000161	71.5729389065388	675	106.033983565243
NC_000911.1	sll1396	53453	54127	-	B1	52337588.0000009	4176.99999999941	79.8087982197295	675	118.235256621822
NC_000911.1	sll1396	53453	54127	-	C1	62053964.0000001	3821.99999999959	61.5915527974906	675	91.2467448851712
NC_000911.1	sll1395	55669	56550	-	A2	1786561.0000003	44.0000000000165	24.6283222347343	882	27.9232678398348
NC_000911.1	sll1395	55669	56550	-	A1	23225586.9999991	873.000000000126	37.5878551530327	882	42.616615819765
NC_000911.1	sll1395	55669	56550	-	B2	23262593.9999945	824.999999999417	35.4646605619137	882	40.2093657164554
NC_000911.1	sll1395	55669	56550	-	C2	26276030.9999999	511.99999999989	19.485439029962	882	22.0923345010907
NC_000911.1	sll1395	55669	56550	-	E1	29745870.9999964	523.999999999852	17.6158902860809	882	19.9726647234477
NC_000911.1	sll1395	55669	56550	-	D2	37426642.9999964	600.000000000078	16.0313603333362	882	18.1761455026488
NC_000911.1	sll1395	55669	56550	-	D1	48998966.0000005	853.000000000023	17.4085306208301	882	19.7375630621657
NC_000911.1	sll1395	55669	56550	-	B1	52337588.0000009	1644.99999999987	31.4305657341305	882	35.6355620568373
NC_000911.1	sll1395	55669	56550	-	C1	62053964.0000001	1098.99999999985	17.7103915553218	882	20.0798090196393
NC_000911.1	sll1394	56556	57224	-	A2	1786561.0000003	393.00000000002	219.975696323805	669	328.812700035583
NC_000911.1	sll1394	56556	57224	-	A1	23225586.9999991	4891.99999999937	210.629767936525	669	314.842702446225
NC_000911.1	sll1394	56556	57224	-	B2	23262593.9999945	4822.99999999788	207.32855501837	669	309.908153988595
NC_000911.1	sll1394	56556	57224	-	C2	26276030.9999999	3409.00000000058	129.73801104134	669	193.928267625321
NC_000911.1	sll1394	56556	57224	-	E1	29745870.9999964	4067.99999999813	136.758476495733	669	204.4222369144
NC_000911.1	sll1394	56556	57224	-	D2	37426642.9999964	4422.99999999873	118.177844590528	669	176.648497145781
NC_000911.1	sll1394	56556	57224	-	D1	48998966.0000005	5545.00000000228	113.165653332403	669	169.156432484908
NC_000911.1	sll1394	56556	57224	-	B1	52337588.0000009	9097.0000000012	173.813894518812	669	259.811501522888
NC_000911.1	sll1394	56556	57224	-	C1	62053964.0000001	6834.00000000056	110.129950763509	669	164.618760483571
NC_000911.1	sll1393	57340	58815	-	A2	1786561.0000003	833.000000000398	466.258918671267	1476	315.893576335547
NC_000911.1	sll1393	57340	58815	-	A1	23225586.9999991	11996.9999999975	516.542380607988	1476	349.960962471537
NC_000911.1	sll1393	57340	58815	-	B2	23262593.9999945	11974.999999995	514.774921489745	1476	348.763496944272
NC_000911.1	sll1393	57340	58815	-	C2	26276030.9999999	10482.0000000009	398.918695140866	1476	270.270118659123
NC_000911.1	sll1393	57340	58815	-	E1	29745870.9999964	11453.0000000016	385.028227951467	1476	260.859233029449
NC_000911.1	sll1393	57340	58815	-	D2	37426642.9999964	14056.9999999965	375.588053676036	1476	254.463451000025
NC_000911.1	sll1393	57340	58815	-	D1	48998966.0000005	18962.9999999964	387.008166662052	1476	262.200654920089
NC_000911.1	sll1393	57340	58815	-	B1	52337588.0000009	26090.9999999994	498.513611288296	1476	337.746349111312
NC_000911.1	sll1393	57340	58815	-	C1	62053964.0000001	22733.0000000098	366.342430598144	1476	248.19947872503
NC_000911.1	sll1392	59039	59650	-	A2	1786561.0000003	38.0000000000143	21.2699146572705	612	34.7547625118799
NC_000911.1	sll1392	59039	59650	-	A1	23225586.9999991	597.000000000159	25.7044095376441	612	42.000669179157
NC_000911.1	sll1392	59039	59650	-	B2	23262593.9999945	224.999999999805	9.67218015324764	612	15.8042159366792
NC_000911.1	sll1392	59039	59650	-	C2	26276030.9999999	177.999999999928	6.77423466275896	612	11.069010886861
NC_000911.1	sll1392	59039	59650	-	E1	29745870.9999964	442.999999999913	14.8928232762109	612	24.3346785559001
NC_000911.1	sll1392	59039	59650	-	D2	37426642.9999964	359.99999999992	9.61881619999836	612	15.7170199346378
NC_000911.1	sll1392	59039	59650	-	D1	48998966.0000005	432.000000000209	8.81651257702468	612	14.4060663023279
NC_000911.1	sll1392	59039	59650	-	B1	52337588.0000009	482.000000000025	9.2094423610048	612	15.0481084330144
NC_000911.1	sll1392	59039	59650	-	C1	62053964.0000001	531.00000000004	8.55706816731384	612	13.9821375282906
NC_000911.1	sll1064	65827	67533	-	A2	1786561.0000003	71.0000000000267	39.7411563333212	1707	23.2812866627541
